selection_id,blind_run_id,study_group,domain,task_id,task_sha256,selection_rank,family,difficulty_bin,interaction_mode,artifact_filename,source_commit,agent_model,simulation_id,trial,seed,native_reward
validity-031,tau3-blind-f679dabc0047b5ba,core,airline,41,8f4c72d36b42eb5f0ac73c7ce2ebf4d336653ec2cace0cfdc5a5b9c5c65db761,4,inquiry_or_refusal,all_pass,information_or_diagnosis,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,45cb7b15-3116-45e0-a9d2-d0ba1101e751,2,361454,1
validity-032,tau3-blind-e700449be910857f,core,airline,41,8f4c72d36b42eb5f0ac73c7ce2ebf4d336653ec2cace0cfdc5a5b9c5c65db761,4,inquiry_or_refusal,all_pass,information_or_diagnosis,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,d59ff64b-dc5a-40ec-bdc9-4b3c05b510a6,3,1567,1
validity-033,tau3-blind-93967d06a04be723,core,airline,23,d284c77ebd433118465c76f60a2e769caa62b963e79f9ef3467218d7fd66c50a,5,multi_intent,all_fail,state_change,claude-opus-4-5_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,1b115a27-b057-4c28-b4da-4a3bd7fad734,0,626729,0
validity-034,tau3-blind-a1604e75ad4b00c4,core,airline,23,d284c77ebd433118465c76f60a2e769caa62b963e79f9ef3467218d7fd66c50a,5,multi_intent,all_fail,state_change,claude-opus-4-5_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,d3a843b0-4945-47b7-99eb-feb769f52969,1,373753,0
validity-035,tau3-blind-c723f35a23df3e20,core,airline,23,d284c77ebd433118465c76f60a2e769caa62b963e79f9ef3467218d7fd66c50a,5,multi_intent,all_fail,state_change,claude-opus-4-5_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,bd974bc7-31b2-45a7-90e2-98bdfd6a51d6,2,361454,0
validity-036,tau3-blind-2fb9071506b316c8,core,airline,23,d284c77ebd433118465c76f60a2e769caa62b963e79f9ef3467218d7fd66c50a,5,multi_intent,all_fail,state_change,claude-opus-4-5_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,e96d12bf-ff36-4646-b597-30f7028912ca,3,1567,0
validity-037,tau3-blind-2c1eb486e35223a7,core,airline,23,d284c77ebd433118465c76f60a2e769caa62b963e79f9ef3467218d7fd66c50a,5,multi_intent,all_fail,state_change,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,7d71c1ca-b081-4d61-aff2-a99584cea5da,0,626729,0
validity-038,tau3-blind-70ad2400880668e8,core,airline,23,d284c77ebd433118465c76f60a2e769caa62b963e79f9ef3467218d7fd66c50a,5,multi_intent,all_fail,state_change,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,2509caea-bd19-4239-895f-9a3717c2a900,1,373753,0
validity-039,tau3-blind-48ec6a1f3d4d24f7,core,airline,23,d284c77ebd433118465c76f60a2e769caa62b963e79f9ef3467218d7fd66c50a,5,multi_intent,all_fail,state_change,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,b36ee891-451b-4ef3-ba3f-2baf779d1e4f,2,361454,0
validity-040,tau3-blind-7f6b71e802642d0d,core,airline,23,d284c77ebd433118465c76f60a2e769caa62b963e79f9ef3467218d7fd66c50a,5,multi_intent,all_fail,state_change,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,a52b269b-0ee5-4fa1-843f-570953755f95,3,1567,0
validity-041,tau3-blind-934298451305f48e,core,airline,34,29d154a6f123fc33da24ccbfe44a6eb82bbfdd3b31675b242038f66d700dd8ea,6,inquiry_or_refusal,all_pass,information_or_diagnosis,claude-opus-4-5_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,2f0e6fc4-9616-4a27-b31c-93d5703c0f09,0,626729,1
validity-042,tau3-blind-70f285fb9d43c28a,core,airline,34,29d154a6f123fc33da24ccbfe44a6eb82bbfdd3b31675b242038f66d700dd8ea,6,inquiry_or_refusal,all_pass,information_or_diagnosis,claude-opus-4-5_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,97fc3495-c84f-45e1-9eb8-85121eacf574,1,373753,1
validity-043,tau3-blind-66d1bc1da957153c,core,airline,34,29d154a6f123fc33da24ccbfe44a6eb82bbfdd3b31675b242038f66d700dd8ea,6,inquiry_or_refusal,all_pass,information_or_diagnosis,claude-opus-4-5_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,adfbea64-8abd-4aaa-abbc-e77e03b20876,2,361454,1
validity-044,tau3-blind-2318d36680ac4a91,core,airline,34,29d154a6f123fc33da24ccbfe44a6eb82bbfdd3b31675b242038f66d700dd8ea,6,inquiry_or_refusal,all_pass,information_or_diagnosis,claude-opus-4-5_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,cc4c4e99-4ad5-46d0-812b-7753c6631b7a,3,1567,1
validity-045,tau3-blind-9e4c5c4c75c9b04e,core,airline,34,29d154a6f123fc33da24ccbfe44a6eb82bbfdd3b31675b242038f66d700dd8ea,6,inquiry_or_refusal,all_pass,information_or_diagnosis,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,44918ab0-9de2-4255-bdd1-cc83783e40b1,0,626729,1
validity-046,tau3-blind-5edce08e7bab3718,core,airline,34,29d154a6f123fc33da24ccbfe44a6eb82bbfdd3b31675b242038f66d700dd8ea,6,inquiry_or_refusal,all_pass,information_or_diagnosis,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,0a77ddf1-c27e-4e24-be87-4d9baa6c7280,1,373753,1
validity-047,tau3-blind-4d1f089aac6b0234,core,airline,34,29d154a6f123fc33da24ccbfe44a6eb82bbfdd3b31675b242038f66d700dd8ea,6,inquiry_or_refusal,all_pass,information_or_diagnosis,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,3564ab27-fed8-40bf-8316-a3e7c7d041da,2,361454,1
validity-048,tau3-blind-8a4abc98bf1d3e2a,core,airline,34,29d154a6f123fc33da24ccbfe44a6eb82bbfdd3b31675b242038f66d700dd8ea,6,inquiry_or_refusal,all_pass,information_or_diagnosis,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,bd384175-32ad-4021-b777-24755a29bf71,3,1567,1
validity-049,tau3-blind-674809feebf4afb5,core,airline,6,e1c12298b234b5e06fa830b213088e91b386c0049ccc5f00bf4abf8bbf7c33bd,7,inquiry_or_refusal,high_success,information_or_diagnosis,claude-opus-4-5_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,fa4b4d7b-b0bf-4f84-9a97-7e74e59888f3,0,626729,1
validity-050,tau3-blind-39270af9e5d0cfb3,core,airline,6,e1c12298b234b5e06fa830b213088e91b386c0049ccc5f00bf4abf8bbf7c33bd,7,inquiry_or_refusal,high_success,information_or_diagnosis,claude-opus-4-5_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,5dc73ea1-06ee-4113-9742-8a469e12d8d0,1,373753,0
validity-051,tau3-blind-e8d6f4ffdda2bb39,core,airline,6,e1c12298b234b5e06fa830b213088e91b386c0049ccc5f00bf4abf8bbf7c33bd,7,inquiry_or_refusal,high_success,information_or_diagnosis,claude-opus-4-5_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,17656624-0891-4340-9453-5a36b362a86f,2,361454,1
validity-052,tau3-blind-7d8aa5cd7302698a,core,airline,6,e1c12298b234b5e06fa830b213088e91b386c0049ccc5f00bf4abf8bbf7c33bd,7,inquiry_or_refusal,high_success,information_or_diagnosis,claude-opus-4-5_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,73bcff25-d848-4faf-bf01-e951a10b7619,3,1567,1
validity-053,tau3-blind-8216a6f8077d74a0,core,airline,6,e1c12298b234b5e06fa830b213088e91b386c0049ccc5f00bf4abf8bbf7c33bd,7,inquiry_or_refusal,high_success,information_or_diagnosis,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,9ece2690-4b9f-4ced-8cf8-1e6caa885ee9,0,626729,0
validity-054,tau3-blind-d8340a2cb04282e8,core,airline,6,e1c12298b234b5e06fa830b213088e91b386c0049ccc5f00bf4abf8bbf7c33bd,7,inquiry_or_refusal,high_success,information_or_diagnosis,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,9cb47a87-1ee8-4381-baa5-9784ea91a9ba,1,373753,1
validity-055,tau3-blind-5fed0f0bb51b0b55,core,airline,6,e1c12298b234b5e06fa830b213088e91b386c0049ccc5f00bf4abf8bbf7c33bd,7,inquiry_or_refusal,high_success,information_or_diagnosis,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,01c5f647-198c-42a9-995a-710741852f66,2,361454,1
validity-056,tau3-blind-9c0b701dcb8d0dbf,core,airline,6,e1c12298b234b5e06fa830b213088e91b386c0049ccc5f00bf4abf8bbf7c33bd,7,inquiry_or_refusal,high_success,information_or_diagnosis,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,32985830-07e9-4561-8c6d-97e53568d231,3,1567,1
validity-057,tau3-blind-8baf8761b9f0b6de,core,airline,25,659209c91bd2b7d20333bc3d132072c4e32fcefaff2c047269ef7a30f9175b05,8,booking,all_pass,state_change,claude-opus-4-5_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,86ebb359-983d-4fc5-a24e-6b69fa70f8d6,0,626729,1
validity-058,tau3-blind-7c8631abf5e09ff1,core,airline,25,659209c91bd2b7d20333bc3d132072c4e32fcefaff2c047269ef7a30f9175b05,8,booking,all_pass,state_change,claude-opus-4-5_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,4bbe7503-0478-47a2-bdde-7d5c2a46f7d7,1,373753,1
validity-059,tau3-blind-16108aca4ed49c55,core,airline,25,659209c91bd2b7d20333bc3d132072c4e32fcefaff2c047269ef7a30f9175b05,8,booking,all_pass,state_change,claude-opus-4-5_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,c4b05394-1a99-4280-8334-db658fc36ad9,2,361454,1
validity-060,tau3-blind-055e00a334118359,core,airline,25,659209c91bd2b7d20333bc3d132072c4e32fcefaff2c047269ef7a30f9175b05,8,booking,all_pass,state_change,claude-opus-4-5_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,75e7c56e-ecef-4b9e-807a-71e1d194e23c,3,1567,1
validity-061,tau3-blind-94ffe37258d9b998,core,airline,25,659209c91bd2b7d20333bc3d132072c4e32fcefaff2c047269ef7a30f9175b05,8,booking,all_pass,state_change,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,ec3aa890-4df1-4623-b4bd-02ae3eb7e95b,0,626729,1
validity-062,tau3-blind-0091d63c7b29066a,core,airline,25,659209c91bd2b7d20333bc3d132072c4e32fcefaff2c047269ef7a30f9175b05,8,booking,all_pass,state_change,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,c8a84029-c217-4eb9-9d12-ab13a584d263,1,373753,1
validity-063,tau3-blind-576ce3646c20066b,core,airline,25,659209c91bd2b7d20333bc3d132072c4e32fcefaff2c047269ef7a30f9175b05,8,booking,all_pass,state_change,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,d6e7c78a-38d1-4c1d-a73e-185868d8c7d1,2,361454,1
validity-064,tau3-blind-5b477083999142b2,core,airline,25,659209c91bd2b7d20333bc3d132072c4e32fcefaff2c047269ef7a30f9175b05,8,booking,all_pass,state_change,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,9cfed0fb-6a7d-4689-8a10-ea43409a1016,3,1567,1
validity-065,tau3-blind-c9c0a7ba71a173db,core,airline,19,940cc58ec080e31b97a2b770e409321153f2a85c7627d78df45cbfb0fa953e93,9,cancellation,high_success,state_change,claude-opus-4-5_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,e3e421c9-18b8-4a49-a799-b7db1c05e72a,0,626729,1
validity-066,tau3-blind-c9eee6a951d47312,core,airline,19,940cc58ec080e31b97a2b770e409321153f2a85c7627d78df45cbfb0fa953e93,9,cancellation,high_success,state_change,claude-opus-4-5_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,4bcdb0ae-391e-4f92-bcde-058e13873657,1,373753,1
validity-067,tau3-blind-0d298775cae3003e,core,airline,19,940cc58ec080e31b97a2b770e409321153f2a85c7627d78df45cbfb0fa953e93,9,cancellation,high_success,state_change,claude-opus-4-5_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,862baf52-b151-4a61-ac79-f34c22140187,2,361454,1
validity-068,tau3-blind-32037faca5f97504,core,airline,19,940cc58ec080e31b97a2b770e409321153f2a85c7627d78df45cbfb0fa953e93,9,cancellation,high_success,state_change,claude-opus-4-5_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,a56af93a-ef0d-4646-b192-31db5c69bd02,3,1567,1
validity-069,tau3-blind-c9098bfd86481a11,core,airline,19,940cc58ec080e31b97a2b770e409321153f2a85c7627d78df45cbfb0fa953e93,9,cancellation,high_success,state_change,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,4ad50f21-ba6c-40b8-900c-f4ab00a8d254,0,626729,1
validity-070,tau3-blind-f7d9fde63d7cdc74,core,airline,19,940cc58ec080e31b97a2b770e409321153f2a85c7627d78df45cbfb0fa953e93,9,cancellation,high_success,state_change,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,b6c75756-0f95-48a4-b1dd-6b319aed0d8b,1,373753,1
validity-071,tau3-blind-df820714d77cf7e7,core,airline,19,940cc58ec080e31b97a2b770e409321153f2a85c7627d78df45cbfb0fa953e93,9,cancellation,high_success,state_change,gpt-5.2_high_airline_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,018f7329-2734-461c-80cb-8e92714e4e73,2,361454,0
